label,tp,type,hypermut
CAP257_4200_107WPI_ENV_C2C3_NGS_165_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_166_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_167_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_168_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_169_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_171_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_173_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_174_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_175_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_176_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_177_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_178_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_179_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_180_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_181_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_182_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_183_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_184_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_185_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_186_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_187_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_188_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_189_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_191_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_193_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_194_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_195_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_196_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_197_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_198_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_199_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_200_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_201_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_202_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_203_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_204_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_205_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_206_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_207_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_208_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_209_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_210_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_211_0_002_1,107WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_000_0_077_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_001_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_002_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_003_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_004_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_005_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_006_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_007_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_008_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_009_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_010_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_011_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_012_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_013_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_014_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_015_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_016_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_017_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_018_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_019_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_020_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_021_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_022_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_023_0_038_1,135WPI,NGS,N
CAP257_4220_135WPI_ENV_C2C3_NGS_024_0_038_1,135WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_056_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_000_0_083_2,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_001_0_068_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_002_0_045_2,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_003_0_038_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_004_0_03_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_005_0_023_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_006_0_015_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_007_0_015_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_008_0_015_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_009_0_015_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_010_0_015_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_011_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_012_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_013_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_014_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_015_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_016_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_018_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_019_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_020_0_008_2,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_021_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_022_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_023_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_024_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_025_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_026_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_027_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_028_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_029_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_030_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_031_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_032_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_033_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_035_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_036_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_037_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_038_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_039_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_040_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_041_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_042_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_044_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_045_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_046_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_047_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_048_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_049_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_050_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_051_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_052_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_053_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_054_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_055_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_057_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_058_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_059_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_060_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_061_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_062_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_063_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_064_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_065_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_066_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_067_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_068_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_069_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_070_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_071_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_072_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_073_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_074_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_075_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_076_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_077_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_078_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_080_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_081_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_082_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_083_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_084_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_085_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_086_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_087_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_088_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_089_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_090_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_091_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_093_0_008_1,161WPI,NGS,N
CAP257_4240_161WPI_ENV_C2C3_NGS_094_0_008_1,161WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_062_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_075_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_093_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_097_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_108_0_004_2,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_126_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_141_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_002_0_069_2,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_003_0_023_2,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_004_0_023_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_005_0_015_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_006_0_015_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_007_0_015_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_008_0_011_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_009_0_011_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_010_0_011_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_011_0_011_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_012_0_011_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_013_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_014_0_008_2,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_015_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_016_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_017_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_018_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_019_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_020_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_021_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_022_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_023_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_024_0_008_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_026_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_028_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_029_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_030_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_031_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_032_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_033_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_034_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_035_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_036_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_037_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_039_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_041_0_004_2,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_042_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_043_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_044_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_045_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_046_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_047_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_048_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_049_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_050_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_051_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_052_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_053_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_054_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_055_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_056_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_057_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_058_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_060_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_061_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_063_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_064_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_065_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_066_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_068_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_069_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_070_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_071_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_072_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_073_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_074_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_076_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_077_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_078_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_079_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_080_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_081_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_082_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_083_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_084_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_085_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_086_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_087_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_088_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_089_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_090_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_091_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_092_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_094_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_095_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_096_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_098_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_099_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_100_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_102_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_104_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_105_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_106_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_107_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_109_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_110_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_112_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_113_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_114_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_115_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_116_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_117_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_118_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_119_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_120_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_121_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_122_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_123_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_124_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_125_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_127_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_128_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_129_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_130_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_131_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_132_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_133_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_134_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_135_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_136_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_137_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_138_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_139_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_140_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_142_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_143_0_004_2,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_145_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_146_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_147_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_148_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_149_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_152_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_153_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_154_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_155_0_004_1,191WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_058_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_078_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_082_0_004_2,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_088_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_090_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_000_0_121_4,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_001_0_092_2,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_002_0_087_4,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_004_0_042_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_005_0_042_1,213WPI,NGS,N
